5.916666666666667e-06,1.194111818825195e-06,6.016666666666667e-06,1.251546355272471e-06,1.27e-05,1.678811040339704e-06,5.233333333333333e-06,1.666365888181173e-06,2.033333333333333e-05,4.501330502476997e-06,4e-06,9.051450813871191e-07,1.626666666666667e-05,3.396240976645431e-06,2.866666666666667e-05,1.109261500353857e-05,1
2.483333333333333e-06,1.027325581395349e-06,1.063333333333333e-05,1.707566752799311e-06,1.401666666666667e-05,2.00997416020672e-06,5.833333333333333e-06,1.925236864771748e-06,2e-05,4.187639965546947e-06,3.616666666666667e-06,1.116386735572781e-06,2.35e-05,4.628768303186908e-06,1.816666666666667e-05,7.856270456503014e-06,1
5.366666666666666e-06,1.355524934383202e-06,6.7e-06,1.385468066491688e-06,1.2e-05,1.926754155730532e-06,3.916666666666667e-06,1.600244969378828e-06,1.58e-05,4.361811023622045e-06,3.633333333333333e-06,1.186710411198599e-06,1.618333333333333e-05,3.808180227471568e-06,3.033333333333333e-05,9.619816272965875e-06,1
3.266666666666667e-06,1.22541559554413e-06,1.51e-05,2.250801199657242e-06,1.66e-05,2.939258783204799e-06,4.216666666666666e-06,1.711401028277635e-06,2.45e-05,6.923886032562117e-06,1.046666666666667e-05,3.454314481576694e-06,1.253333333333333e-05,3.03556555269923e-06,2.1e-05,5.278526135389888e-06,2
3.3e-06,8.626905417814506e-07,7.183333333333333e-06,1.46989898989899e-06,1.506666666666667e-05,1.716671258034893e-06,4.35e-06,1.279669421487603e-06,2.116666666666667e-05,7.460596418732777e-06,5.649999999999999e-06,1.547621671258034e-06,9.916666666666668e-06,2.594109366391183e-06,9.666666666666667e-06,3.973241505968777e-06,2
3.1e-06,9.181770833333336e-07,1.075e-05,1.338091856060607e-06,1.186666666666667e-05,1.806590909090907e-06,3.983333333333334e-06,1.381548295454545e-06,2.083333333333333e-05,6.593098437500002e-06,6.783333333333333e-06,1.78580018939394e-06,8.7e-06,2.294995265151514e-06,1.175e-05,3.254767992424241e-06,2
3.433333333333333e-06,1.250233248515691e-06,3.7e-06,1.075318066157761e-06,3.15e-06,1.084715860899067e-06,7.083333333333334e-06,2.39379134860051e-06,2.866666666666667e-05,6.524126378286689e-06,1.27e-05,2.192947413061917e-06,1.983333333333334e-05,4.180313825275658e-06,1.85e-05,6.73944020356234e-06,3
3.75e-06,1.161787634408603e-06,5.066666666666667e-06,1.268888888888889e-06,4.333333333333333e-06,1.214686379928316e-06,7.566666666666667e-06,1.896590501792114e-06,1.966666666666667e-05,5.827450716845872e-06,8.283333333333334e-06,1.57162634408602e-06,1.966666666666667e-05,3.917008960573472e-06,2.55e-05,6.03405017921147e-06,3
3.9e-06,1.414401934916447e-06,5.316666666666667e-06,1.603623570800352e-06,5.033333333333333e-06,1.48443711521548e-06,1.005e-05,2.382867194371151e-06,2.516666666666667e-05,7.192858399296396e-06,1.866666666666667e-05,2.788711521547934e-06,1.57e-05,3.967423043095865e-06,2e-05,7.085268249780124e-06,3
3.233333333333333e-06,9.585079840319359e-07,4.85e-06,1.375289421157684e-06,9.783333333333333e-06,2.120409181636725e-06,1.143333333333333e-05,2.611097804391218e-06,4.016666666666667e-05,8.324171656686626e-06,5.816666666666667e-06,1.760034930139721e-06,2e-05,4.571357285429149e-06,1.341666666666667e-05,5.609970059880239e-06,4
4.033333333333333e-06,1.604513704686118e-06,1.201666666666667e-05,1.949363395225464e-06,1.035e-05,2.451436781609196e-06,1.061666666666667e-05,3.018642793987621e-06,3.983333333333334e-05,8.403196286472169e-06,5.983333333333333e-06,1.936732979664013e-06,1.966666666666667e-05,4.753572060123786e-06,1.373333333333333e-05,6.19114058355437e-06,4
4.3e-06,1.535492524186456e-06,5.9e-06,1.832044854881265e-06,1.008333333333333e-05,2.370061565523304e-06,1.028333333333333e-05,3.077449428320141e-06,4.55e-05,9.08474846086192e-06,6.416666666666666e-06,2.377559366754619e-06,3.7e-05,5.459222515391384e-06,1.716666666666667e-05,6.037893579595427e-06,4
2.716666666666667e-06,8.966425120772947e-07,8.1e-06,1.743204508856684e-06,7.183333333333333e-06,2.155032206119165e-06,6.8e-06,2.434903381642512e-06,1.733333333333333e-05,5.925994363929142e-06,2.45e-06,1.183699677938808e-06,6.616666666666667e-06,1.98036268115942e-06,1.39e-05,4.952966988727855e-06,5
2.466666666666667e-06,8.391376451077945e-07,9.583333333333334e-06,1.777839966832502e-06,7.766666666666666e-06,2.768511608623548e-06,6.200000000000001e-06,3.031426202321725e-06,1.521666666666667e-05,5.08610281923714e-06,3e-06,1.278345771144278e-06,1.533333333333333e-05,3.944212271973467e-06,1.605e-05,5.170041459369819e-06,5
2.783333333333333e-06,1.097899659863946e-06,1.241666666666667e-05,2.902461734693877e-06,9.316666666666667e-06,2.765178571428573e-06,7.25e-06,2.773227040816327e-06,1.403333333333333e-05,4.691352040816328e-06,3.566666666666666e-06,1.370365646258503e-06,1.508333333333333e-05,4.149047619047614e-06,1.44e-05,5.124111394557824e-06,5
3.3e-06,1.079280926264473e-06,6.116666666666666e-06,1.490703839122485e-06,9.2e-06,2.068062157221209e-06,8.949999999999999e-06,2.583336380255944e-06,6.216666666666667e-05,1.180986115173674e-05,5.983333333333333e-06,1.4119774527727e-06,1.716666666666667e-05,4.083400365630718e-06,1.54e-05,4.043951858622787e-06,6
5.533333333333333e-06,1.389925558312655e-06,7.666666666666667e-06,1.844441687344911e-06,1.01e-05,2.534590570719603e-06,8.366666666666667e-06,2.628089330024814e-06,4.366666666666667e-05,1.022687911497105e-05,5.9e-06,1.339557485525228e-06,1.683333333333333e-05,4.332497932175353e-06,2.5e-05,4.219771298593876e-06,6
6.033333333333333e-06,1.315947420634922e-06,8.333333333333334e-06,1.769677579365079e-06,1.236666666666667e-05,2.275729166666666e-06,1.495e-05,2.70734623015873e-06,4.966666666666666e-05,1.166932663690476e-05,5.2e-06,1.292207341269842e-06,1.666666666666667e-05,4.295605158730159e-06,2.366666666666667e-05,5.886760912698415e-06,6
